stationId,polluant,valeur,date,heure
68,"NO2",4,"2007-01-03",8
99,"PM",2,"2007-01-03",8
99,"O3",11,"2007-01-03",8
99,"NO2",2,"2007-01-03",8
1,"SO2",3,"2007-01-03",9
1,"O3",7,"2007-01-03",9
1,"NO2",5,"2007-01-03",9
3,"SO2",5,"2007-01-03",9
3,"CO",1,"2007-01-03",9
3,"PM",10,"2007-01-03",9
3,"O3",6,"2007-01-03",9
3,"NO2",5,"2007-01-03",9
12,"O3",13,"2007-01-03",9
12,"NO2",4,"2007-01-03",9
50,"PM",4,"2007-01-03",9
55,"PM",2,"2007-01-03",9
55,"O3",10,"2007-01-03",9
61,"SO2",2,"2007-01-03",9
61,"CO",1,"2007-01-03",9
61,"PM",3,"2007-01-03",9
61,"O3",4,"2007-01-03",9
61,"NO2",6,"2007-01-03",9
66,"CO",1,"2007-01-03",9
66,"PM",6,"2007-01-03",9
66,"O3",9,"2007-01-03",9
66,"NO2",5,"2007-01-03",9
68,"O3",8,"2007-01-03",9
68,"NO2",4,"2007-01-03",9
99,"PM",3,"2007-01-03",9
99,"O3",11,"2007-01-03",9
99,"NO2",1,"2007-01-03",9
1,"SO2",2,"2007-01-03",10
1,"O3",8,"2007-01-03",10
1,"NO2",4,"2007-01-03",10
3,"SO2",5,"2007-01-03",10
3,"CO",1,"2007-01-03",10
3,"PM",9,"2007-01-03",10
3,"O3",8,"2007-01-03",10
3,"NO2",5,"2007-01-03",10
12,"O3",10,"2007-01-03",10
12,"NO2",4,"2007-01-03",10
50,"PM",5,"2007-01-03",10
55,"PM",3,"2007-01-03",10
55,"O3",11,"2007-01-03",10
61,"SO2",1,"2007-01-03",10
61,"CO",1,"2007-01-03",10
61,"PM",5,"2007-01-03",10
61,"O3",4,"2007-01-03",10
61,"NO2",7,"2007-01-03",10
66,"CO",1,"2007-01-03",10
66,"PM",6,"2007-01-03",10
66,"O3",12,"2007-01-03",10
66,"NO2",5,"2007-01-03",10
68,"O3",11,"2007-01-03",10
68,"NO2",3,"2007-01-03",10
99,"PM",3,"2007-01-03",10
99,"O3",12,"2007-01-03",10
99,"NO2",1,"2007-01-03",10
1,"SO2",2,"2007-01-03",11
1,"O3",12,"2007-01-03",11
1,"NO2",3,"2007-01-03",11
3,"SO2",8,"2007-01-03",11
3,"CO",1,"2007-01-03",11
3,"PM",10,"2007-01-03",11
3,"O3",8,"2007-01-03",11
3,"NO2",5,"2007-01-03",11
12,"O3",14,"2007-01-03",11
12,"NO2",4,"2007-01-03",11
50,"PM",5,"2007-01-03",11
55,"PM",3,"2007-01-03",11
55,"O3",14,"2007-01-03",11
61,"SO2",1,"2007-01-03",11
61,"CO",2,"2007-01-03",11
61,"PM",5,"2007-01-03",11
61,"O3",7,"2007-01-03",11
61,"NO2",6,"2007-01-03",11
66,"CO",1,"2007-01-03",11
66,"PM",5,"2007-01-03",11
66,"O3",14,"2007-01-03",11
66,"NO2",2,"2007-01-03",11
68,"O3",12,"2007-01-03",11
68,"NO2",3,"2007-01-03",11
99,"PM",3,"2007-01-03",11
99,"O3",15,"2007-01-03",11
99,"NO2",1,"2007-01-03",11
1,"SO2",2,"2007-01-03",12
1,"O3",12,"2007-01-03",12
1,"NO2",3,"2007-01-03",12
3,"SO2",8,"2007-01-03",12
3,"CO",1,"2007-01-03",12
3,"PM",11,"2007-01-03",12
3,"O3",10,"2007-01-03",12
3,"NO2",5,"2007-01-03",12
12,"O3",16,"2007-01-03",12
12,"NO2",4,"2007-01-03",12
50,"PM",4,"2007-01-03",12
55,"PM",2,"2007-01-03",12
55,"O3",15,"2007-01-03",12
61,"SO2",2,"2007-01-03",12
61,"CO",1,"2007-01-03",12
61,"PM",4,"2007-01-03",12
61,"O3",8,"2007-01-03",12
61,"NO2",5,"2007-01-03",12
66,"CO",1,"2007-01-03",12
66,"PM",5,"2007-01-03",12
66,"O3",14,"2007-01-03",12
66,"NO2",3,"2007-01-03",12
68,"O3",13,"2007-01-03",12
68,"NO2",3,"2007-01-03",12
99,"PM",2,"2007-01-03",12
99,"O3",15,"2007-01-03",12
99,"NO2",1,"2007-01-03",12
1,"SO2",1,"2007-01-03",13
1,"O3",13,"2007-01-03",13
1,"NO2",3,"2007-01-03",13
3,"SO2",8,"2007-01-03",13
3,"CO",1,"2007-01-03",13
3,"PM",11,"2007-01-03",13
3,"O3",9,"2007-01-03",13
3,"NO2",5,"2007-01-03",13
12,"O3",17,"2007-01-03",13
12,"NO2",3,"2007-01-03",13
50,"PM",3,"2007-01-03",13
55,"PM",1,"2007-01-03",13
55,"O3",15,"2007-01-03",13
61,"SO2",2,"2007-01-03",13
61,"CO",2,"2007-01-03",13
61,"PM",2,"2007-01-03",13
61,"O3",9,"2007-01-03",13
61,"NO2",6,"2007-01-03",13
66,"CO",1,"2007-01-03",13
66,"PM",3,"2007-01-03",13
66,"O3",16,"2007-01-03",13
66,"NO2",2,"2007-01-03",13
68,"O3",14,"2007-01-03",13
68,"NO2",3,"2007-01-03",13
99,"PM",1,"2007-01-03",13
99,"O3",15,"2007-01-03",13
99,"NO2",1,"2007-01-03",13
1,"SO2",2,"2007-01-03",14
1,"O3",11,"2007-01-03",14
1,"NO2",4,"2007-01-03",14
3,"SO2",5,"2007-01-03",14
3,"CO",1,"2007-01-03",14
3,"PM",8,"2007-01-03",14
3,"O3",11,"2007-01-03",14
3,"NO2",4,"2007-01-03",14
12,"O3",16,"2007-01-03",14
12,"NO2",3,"2007-01-03",14
50,"PM",3,"2007-01-03",14
55,"PM",2,"2007-01-03",14
55,"O3",14,"2007-01-03",14
61,"SO2",2,"2007-01-03",14
61,"CO",2,"2007-01-03",14
61,"PM",4,"2007-01-03",14
61,"O3",7,"2007-01-03",14
61,"NO2",6,"2007-01-03",14
68,"O3",11,"2007-01-03",14
68,"NO2",4,"2007-01-03",14
99,"PM",2,"2007-01-03",14
99,"O3",13,"2007-01-03",14
99,"NO2",2,"2007-01-03",14
1,"SO2",2,"2007-01-03",15
1,"O3",10,"2007-01-03",15
1,"NO2",5,"2007-01-03",15
3,"SO2",3,"2007-01-03",15
3,"CO",1,"2007-01-03",15
3,"PM",8,"2007-01-03",15
3,"O3",11,"2007-01-03",15
3,"NO2",4,"2007-01-03",15
12,"O3",15,"2007-01-03",15
12,"NO2",5,"2007-01-03",15
50,"PM",4,"2007-01-03",15
55,"PM",4,"2007-01-03",15
55,"O3",11,"2007-01-03",15
61,"SO2",2,"2007-01-03",15
61,"CO",1,"2007-01-03",15
61,"PM",6,"2007-01-03",15
61,"O3",6,"2007-01-03",15
61,"NO2",7,"2007-01-03",15
66,"CO",1,"2007-01-03",15
66,"O3",14,"2007-01-03",15
66,"NO2",3,"2007-01-03",15
68,"O3",12,"2007-01-03",15
68,"NO2",4,"2007-01-03",15
99,"PM",3,"2007-01-03",15
99,"O3",13,"2007-01-03",15
99,"NO2",2,"2007-01-03",15
1,"SO2",2,"2007-01-03",16
1,"O3",9,"2007-01-03",16
1,"NO2",5,"2007-01-03",16
3,"SO2",6,"2007-01-03",16
3,"CO",1,"2007-01-03",16
3,"PM",9,"2007-01-03",16
3,"O3",7,"2007-01-03",16
3,"NO2",6,"2007-01-03",16
12,"O3",13,"2007-01-03",16
12,"NO2",5,"2007-01-03",16
50,"PM",6,"2007-01-03",16
55,"PM",5,"2007-01-03",16
55,"O3",10,"2007-01-03",16
61,"SO2",2,"2007-01-03",16
61,"CO",1,"2007-01-03",16
61,"PM",7,"2007-01-03",16
61,"O3",5,"2007-01-03",16
61,"NO2",7,"2007-01-03",16
66,"CO",1,"2007-01-03",16
66,"O3",13,"2007-01-03",16
66,"NO2",3,"2007-01-03",16
68,"O3",10,"2007-01-03",16
68,"NO2",5,"2007-01-03",16
99,"PM",5,"2007-01-03",16
99,"O3",10,"2007-01-03",16
99,"NO2",3,"2007-01-03",16
1,"SO2",2,"2007-01-03",17
1,"O3",8,"2007-01-03",17
1,"NO2",5,"2007-01-03",17
3,"SO2",12,"2007-01-03",17
3,"CO",1,"2007-01-03",17
3,"PM",14,"2007-01-03",17
3,"O3",3,"2007-01-03",17
3,"NO2",7,"2007-01-03",17
12,"O3",12,"2007-01-03",17
12,"NO2",5,"2007-01-03",17
50,"PM",8,"2007-01-03",17
55,"PM",7,"2007-01-03",17
55,"O3",8,"2007-01-03",17
61,"SO2",2,"2007-01-03",17
61,"CO",1,"2007-01-03",17
61,"PM",8,"2007-01-03",17
61,"O3",5,"2007-01-03",17
61,"NO2",6,"2007-01-03",17
66,"CO",1,"2007-01-03",17
66,"PM",8,"2007-01-03",17
66,"O3",11,"2007-01-03",17
66,"NO2",4,"2007-01-03",17
68,"O3",7,"2007-01-03",17
68,"NO2",5,"2007-01-03",17
99,"PM",6,"2007-01-03",17
99,"O3",9,"2007-01-03",17
99,"NO2",3,"2007-01-03",17
1,"SO2",2,"2007-01-03",18
1,"O3",7,"2007-01-03",18
1,"NO2",5,"2007-01-03",18
3,"SO2",13,"2007-01-03",18
3,"CO",1,"2007-01-03",18
3,"PM",17,"2007-01-03",18
3,"O3",4,"2007-01-03",18
3,"NO2",7,"2007-01-03",18
12,"O3",12,"2007-01-03",18
12,"NO2",5,"2007-01-03",18
50,"PM",9,"2007-01-03",18
55,"PM",8,"2007-01-03",18
55,"O3",8,"2007-01-03",18
61,"SO2",2,"2007-01-03",18
61,"CO",1,"2007-01-03",18
61,"PM",8,"2007-01-03",18
61,"O3",5,"2007-01-03",18
61,"NO2",6,"2007-01-03",18
66,"CO",1,"2007-01-03",18
66,"PM",8,"2007-01-03",18
66,"O3",10,"2007-01-03",18
66,"NO2",4,"2007-01-03",18
68,"O3",9,"2007-01-03",18
68,"NO2",4,"2007-01-03",18
99,"PM",7,"2007-01-03",18
99,"O3",9,"2007-01-03",18
99,"NO2",3,"2007-01-03",18
1,"SO2",2,"2007-01-03",19
1,"O3",6,"2007-01-03",19
1,"NO2",6,"2007-01-03",19
3,"SO2",9,"2007-01-03",19
3,"CO",1,"2007-01-03",19
3,"PM",17,"2007-01-03",19
3,"O3",5,"2007-01-03",19
3,"NO2",6,"2007-01-03",19
12,"O3",13,"2007-01-03",19
12,"NO2",5,"2007-01-03",19
50,"PM",10,"2007-01-03",19
55,"PM",9,"2007-01-03",19
55,"O3",9,"2007-01-03",19
61,"SO2",2,"2007-01-03",19
61,"CO",1,"2007-01-03",19
61,"PM",10,"2007-01-03",19
61,"O3",5,"2007-01-03",19
61,"NO2",6,"2007-01-03",19
66,"CO",1,"2007-01-03",19
66,"PM",9,"2007-01-03",19
66,"O3",9,"2007-01-03",19
66,"NO2",4,"2007-01-03",19
68,"O3",6,"2007-01-03",19
68,"NO2",5,"2007-01-03",19
99,"PM",8,"2007-01-03",19
99,"O3",9,"2007-01-03",19
99,"NO2",2,"2007-01-03",19
1,"SO2",2,"2007-01-03",20
1,"O3",4,"2007-01-03",20
1,"NO2",6,"2007-01-03",20
3,"SO2",8,"2007-01-03",20
3,"CO",1,"2007-01-03",20
3,"PM",15,"2007-01-03",20
3,"O3",5,"2007-01-03",20
3,"NO2",6,"2007-01-03",20
12,"O3",13,"2007-01-03",20
12,"NO2",4,"2007-01-03",20
50,"PM",11,"2007-01-03",20
55,"PM",11,"2007-01-03",20
55,"O3",7,"2007-01-03",20
61,"SO2",2,"2007-01-03",20
61,"CO",1,"2007-01-03",20
61,"PM",11,"2007-01-03",20
61,"O3",5,"2007-01-03",20
61,"NO2",6,"2007-01-03",20
66,"CO",1,"2007-01-03",20
66,"PM",11,"2007-01-03",20
66,"O3",9,"2007-01-03",20
66,"NO2",4,"2007-01-03",20
68,"O3",5,"2007-01-03",20
68,"NO2",6,"2007-01-03",20
99,"PM",9,"2007-01-03",20
99,"O3",9,"2007-01-03",20
99,"NO2",2,"2007-01-03",20
1,"SO2",2,"2007-01-03",21
1,"O3",4,"2007-01-03",21
1,"NO2",6,"2007-01-03",21
3,"SO2",12,"2007-01-03",21
3,"CO",1,"2007-01-03",21
3,"PM",16,"2007-01-03",21
3,"O3",4,"2007-01-03",21
3,"NO2",6,"2007-01-03",21
12,"O3",12,"2007-01-03",21
12,"NO2",4,"2007-01-03",21
50,"PM",12,"2007-01-03",21
55,"PM",12,"2007-01-03",21
55,"O3",5,"2007-01-03",21
61,"SO2",2,"2007-01-03",21
61,"CO",1,"2007-01-03",21
61,"PM",12,"2007-01-03",21
61,"O3",4,"2007-01-03",21
61,"NO2",6,"2007-01-03",21
66,"CO",1,"2007-01-03",21
66,"PM",12,"2007-01-03",21
66,"O3",8,"2007-01-03",21
66,"NO2",4,"2007-01-03",21
68,"O3",5,"2007-01-03",21
68,"NO2",5,"2007-01-03",21
99,"PM",10,"2007-01-03",21
99,"O3",9,"2007-01-03",21
99,"NO2",2,"2007-01-03",21
1,"SO2",2,"2007-01-03",22
1,"O3",5,"2007-01-03",22
1,"NO2",5,"2007-01-03",22
3,"SO2",12,"2007-01-03",22
3,"CO",1,"2007-01-03",22
3,"PM",22,"2007-01-03",22
3,"O3",2,"2007-01-03",22
3,"NO2",6,"2007-01-03",22
12,"O3",13,"2007-01-03",22
12,"NO2",4,"2007-01-03",22
50,"PM",12,"2007-01-03",22
55,"PM",14,"2007-01-03",22
55,"O3",6,"2007-01-03",22
61,"SO2",2,"2007-01-03",22
61,"CO",1,"2007-01-03",22
61,"PM",12,"2007-01-03",22
61,"O3",3,"2007-01-03",22
61,"NO2",6,"2007-01-03",22
66,"CO",1,"2007-01-03",22
66,"PM",11,"2007-01-03",22
66,"O3",7,"2007-01-03",22
66,"NO2",4,"2007-01-03",22
68,"O3",6,"2007-01-03",22
68,"NO2",5,"2007-01-03",22
99,"PM",10,"2007-01-03",22
99,"O3",7,"2007-01-03",22
99,"NO2",3,"2007-01-03",22
1,"SO2",2,"2007-01-03",23
1,"O3",5,"2007-01-03",23
1,"NO2",5,"2007-01-03",23
3,"SO2",12,"2007-01-03",23
3,"CO",1,"2007-01-03",23
3,"PM",25,"2007-01-03",23
3,"O3",2,"2007-01-03",23
3,"NO2",6,"2007-01-03",23
12,"O3",12,"2007-01-03",23
12,"NO2",4,"2007-01-03",23
50,"PM",11,"2007-01-03",23
55,"PM",13,"2007-01-03",23
55,"O3",7,"2007-01-03",23
61,"SO2",2,"2007-01-03",23
61,"CO",1,"2007-01-03",23
61,"PM",11,"2007-01-03",23
61,"O3",5,"2007-01-03",23
61,"NO2",5,"2007-01-03",23
66,"CO",1,"2007-01-03",23
66,"PM",10,"2007-01-03",23
66,"O3",10,"2007-01-03",23
66,"NO2",3,"2007-01-03",23
68,"O3",9,"2007-01-03",23
68,"NO2",4,"2007-01-03",23
99,"PM",9,"2007-01-03",23
99,"O3",7,"2007-01-03",23
99,"NO2",3,"2007-01-03",23
1,"SO2",2,"2007-01-04",0
1,"O3",7,"2007-01-04",0
1,"NO2",5,"2007-01-04",0
3,"SO2",9,"2007-01-04",0
3,"CO",1,"2007-01-04",0
3,"PM",24,"2007-01-04",0
3,"O3",3,"2007-01-04",0
3,"NO2",6,"2007-01-04",0
12,"O3",12,"2007-01-04",0
12,"NO2",4,"2007-01-04",0
50,"PM",10,"2007-01-04",0
55,"PM",12,"2007-01-04",0
55,"O3",8,"2007-01-04",0
61,"SO2",4,"2007-01-04",0
61,"CO",1,"2007-01-04",0
61,"PM",9,"2007-01-04",0
61,"O3",5,"2007-01-04",0
61,"NO2",5,"2007-01-04",0
66,"CO",1,"2007-01-04",0
66,"PM",9,"2007-01-04",0
66,"O3",9,"2007-01-04",0
66,"NO2",4,"2007-01-04",0
68,"O3",9,"2007-01-04",0
68,"NO2",4,"2007-01-04",0
99,"PM",8,"2007-01-04",0
99,"O3",10,"2007-01-04",0
99,"NO2",2,"2007-01-04",0
1,"SO2",2,"2007-01-04",1
1,"O3",7,"2007-01-04",1
1,"NO2",5,"2007-01-04",1
3,"SO2",6,"2007-01-04",1
3,"CO",1,"2007-01-04",1
3,"PM",18,"2007-01-04",1
3,"O3",6,"2007-01-04",1
3,"NO2",5,"2007-01-04",1
12,"O3",12,"2007-01-04",1
12,"NO2",3,"2007-01-04",1
50,"PM",9,"2007-01-04",1
55,"PM",10,"2007-01-04",1
55,"O3",9,"2007-01-04",1
61,"SO2",3,"2007-01-04",1
61,"CO",1,"2007-01-04",1
61,"PM",8,"2007-01-04",1
61,"O3",7,"2007-01-04",1
61,"NO2",5,"2007-01-04",1
66,"CO",1,"2007-01-04",1
66,"PM",8,"2007-01-04",1
66,"O3",11,"2007-01-04",1
66,"NO2",3,"2007-01-04",1
68,"O3",9,"2007-01-04",1
68,"NO2",4,"2007-01-04",1
99,"PM",8,"2007-01-04",1
99,"O3",11,"2007-01-04",1
99,"NO2",2,"2007-01-04",1
1,"SO2",2,"2007-01-04",2
1,"O3",10,"2007-01-04",2
1,"NO2",4,"2007-01-04",2
3,"SO2",13,"2007-01-04",2
3,"CO",1,"2007-01-04",2
3,"PM",16,"2007-01-04",2
3,"O3",4,"2007-01-04",2
3,"NO2",6,"2007-01-04",2
12,"O3",14,"2007-01-04",2
12,"NO2",3,"2007-01-04",2
50,"PM",7,"2007-01-04",2
55,"PM",9,"2007-01-04",2
55,"O3",10,"2007-01-04",2
61,"SO2",3,"2007-01-04",2
61,"CO",1,"2007-01-04",2
61,"PM",7,"2007-01-04",2
61,"O3",8,"2007-01-04",2
61,"NO2",4,"2007-01-04",2
66,"CO",1,"2007-01-04",2
66,"PM",8,"2007-01-04",2
66,"O3",11,"2007-01-04",2
66,"NO2",3,"2007-01-04",2
68,"O3",10,"2007-01-04",2
68,"NO2",3,"2007-01-04",2
99,"PM",7,"2007-01-04",2
99,"O3",11,"2007-01-04",2
99,"NO2",2,"2007-01-04",2
1,"SO2",2,"2007-01-04",3
1,"O3",10,"2007-01-04",3
1,"NO2",4,"2007-01-04",3
3,"SO2",14,"2007-01-04",3
3,"CO",1,"2007-01-04",3
3,"PM",18,"2007-01-04",3
3,"O3",3,"2007-01-04",3
3,"NO2",7,"2007-01-04",3
12,"O3",13,"2007-01-04",3
12,"NO2",3,"2007-01-04",3
50,"PM",7,"2007-01-04",3
55,"PM",8,"2007-01-04",3
55,"O3",10,"2007-01-04",3
61,"SO2",3,"2007-01-04",3
61,"CO",1,"2007-01-04",3
61,"PM",7,"2007-01-04",3
61,"O3",8,"2007-01-04",3
61,"NO2",5,"2007-01-04",3
66,"CO",1,"2007-01-04",3
66,"PM",7,"2007-01-04",3
66,"O3",12,"2007-01-04",3
66,"NO2",3,"2007-01-04",3
68,"O3",9,"2007-01-04",3
68,"NO2",3,"2007-01-04",3
99,"PM",7,"2007-01-04",3
99,"O3",10,"2007-01-04",3
99,"NO2",2,"2007-01-04",3
1,"SO2",2,"2007-01-04",4
1,"O3",9,"2007-01-04",4
1,"NO2",4,"2007-01-04",4
3,"SO2",15,"2007-01-04",4
3,"CO",1,"2007-01-04",4
3,"PM",21,"2007-01-04",4
3,"O3",2,"2007-01-04",4
3,"NO2",7,"2007-01-04",4
12,"O3",14,"2007-01-04",4
12,"NO2",3,"2007-01-04",4
50,"PM",7,"2007-01-04",4
55,"PM",7,"2007-01-04",4
55,"O3",10,"2007-01-04",4
61,"SO2",2,"2007-01-04",4
61,"CO",1,"2007-01-04",4
61,"PM",7,"2007-01-04",4
61,"O3",7,"2007-01-04",4
61,"NO2",4,"2007-01-04",4
66,"CO",1,"2007-01-04",4
66,"PM",7,"2007-01-04",4
66,"O3",10,"2007-01-04",4
66,"NO2",3,"2007-01-04",4
68,"O3",8,"2007-01-04",4
68,"NO2",4,"2007-01-04",4
99,"PM",7,"2007-01-04",4
99,"O3",9,"2007-01-04",4
99,"NO2",2,"2007-01-04",4
1,"SO2",2,"2007-01-04",5
1,"O3",7,"2007-01-04",5
1,"NO2",5,"2007-01-04",5
3,"SO2",13,"2007-01-04",5
3,"CO",1,"2007-01-04",5
3,"PM",22,"2007-01-04",5
3,"O3",4,"2007-01-04",5
3,"NO2",6,"2007-01-04",5
12,"O3",13,"2007-01-04",5
12,"NO2",3,"2007-01-04",5
50,"PM",8,"2007-01-04",5
55,"PM",7,"2007-01-04",5
55,"O3",9,"2007-01-04",5
61,"SO2",4,"2007-01-04",5
61,"CO",1,"2007-01-04",5
61,"PM",7,"2007-01-04",5
61,"O3",5,"2007-01-04",5
61,"NO2",5,"2007-01-04",5
66,"CO",1,"2007-01-04",5
66,"PM",8,"2007-01-04",5
66,"O3",7,"2007-01-04",5
66,"NO2",4,"2007-01-04",5
68,"O3",4,"2007-01-04",5
68,"NO2",5,"2007-01-04",5
99,"PM",7,"2007-01-04",5
99,"O3",8,"2007-01-04",5
99,"NO2",2,"2007-01-04",5
1,"SO2",3,"2007-01-04",6
1,"O3",3,"2007-01-04",6
1,"NO2",6,"2007-01-04",6
3,"SO2",4,"2007-01-04",6
3,"CO",1,"2007-01-04",6
3,"PM",18,"2007-01-04",6
3,"O3",5,"2007-01-04",6
3,"NO2",5,"2007-01-04",6
12,"O3",11,"2007-01-04",6
12,"NO2",4,"2007-01-04",6
50,"PM",9,"2007-01-04",6
55,"PM",7,"2007-01-04",6
55,"O3",6,"2007-01-04",6
61,"SO2",3,"2007-01-04",6
61,"CO",1,"2007-01-04",6
61,"PM",9,"2007-01-04",6
61,"O3",3,"2007-01-04",6
61,"NO2",6,"2007-01-04",6
66,"CO",1,"2007-01-04",6
66,"PM",9,"2007-01-04",6
66,"O3",4,"2007-01-04",6
66,"NO2",5,"2007-01-04",6
68,"O3",5,"2007-01-04",6
68,"NO2",5,"2007-01-04",6
99,"PM",8,"2007-01-04",6
99,"O3",6,"2007-01-04",6
99,"NO2",3,"2007-01-04",6
1,"SO2",3,"2007-01-04",7
1,"O3",2,"2007-01-04",7
1,"NO2",7,"2007-01-04",7
3,"SO2",9,"2007-01-04",7
3,"CO",1,"2007-01-04",7
3,"PM",19,"2007-01-04",7
3,"O3",3,"2007-01-04",7
3,"NO2",6,"2007-01-04",7
12,"O3",12,"2007-01-04",7
12,"NO2",4,"2007-01-04",7
50,"PM",12,"2007-01-04",7
55,"PM",9,"2007-01-04",7
55,"O3",4,"2007-01-04",7
61,"SO2",3,"2007-01-04",7
61,"CO",1,"2007-01-04",7
61,"PM",10,"2007-01-04",7
61,"O3",3,"2007-01-04",7
61,"NO2",6,"2007-01-04",7
66,"CO",1,"2007-01-04",7
66,"PM",13,"2007-01-04",7
66,"O3",3,"2007-01-04",7
66,"NO2",9,"2007-01-04",7
68,"O3",3,"2007-01-04",7
68,"NO2",6,"2007-01-04",7
99,"PM",10,"2007-01-04",7
99,"O3",5,"2007-01-04",7
99,"NO2",3,"2007-01-04",7
1,"SO2",3,"2007-01-04",8
1,"O3",1,"2007-01-04",8
1,"NO2",7,"2007-01-04",8
3,"SO2",9,"2007-01-04",8
3,"CO",1,"2007-01-04",8
3,"PM",16,"2007-01-04",8
3,"O3",2,"2007-01-04",8
3,"NO2",7,"2007-01-04",8
12,"O3",9,"2007-01-04",8
12,"NO2",5,"2007-01-04",8
50,"PM",14,"2007-01-04",8
55,"PM",11,"2007-01-04",8
55,"O3",3,"2007-01-04",8
61,"SO2",3,"2007-01-04",8
61,"CO",1,"2007-01-04",8
61,"PM",13,"2007-01-04",8
61,"O3",1,"2007-01-04",8
61,"NO2",7,"2007-01-04",8
66,"CO",1,"2007-01-04",8
66,"PM",16,"2007-01-04",8
66,"O3",2,"2007-01-04",8
66,"NO2",7,"2007-01-04",8
68,"O3",2,"2007-01-04",8
68,"NO2",6,"2007-01-04",8
99,"PM",11,"2007-01-04",8
99,"O3",3,"2007-01-04",8
99,"NO2",4,"2007-01-04",8
1,"SO2",4,"2007-01-04",9
1,"O3",4,"2007-01-04",9
1,"NO2",6,"2007-01-04",9
3,"SO2",7,"2007-01-04",9
3,"CO",1,"2007-01-04",9
3,"PM",19,"2007-01-04",9
3,"O3",4,"2007-01-04",9
3,"NO2",6,"2007-01-04",9
12,"O3",5,"2007-01-04",9
12,"NO2",6,"2007-01-04",9
50,"PM",17,"2007-01-04",9
55,"PM",14,"2007-01-04",9
55,"O3",3,"2007-01-04",9
61,"SO2",4,"2007-01-04",9
61,"CO",2,"2007-01-04",9
61,"PM",16,"2007-01-04",9
61,"O3",1,"2007-01-04",9
61,"NO2",8,"2007-01-04",9
66,"CO",1,"2007-01-04",9
66,"PM",18,"2007-01-04",9
66,"O3",5,"2007-01-04",9
66,"NO2",6,"2007-01-04",9
68,"O3",2,"2007-01-04",9
68,"NO2",5,"2007-01-04",9
99,"PM",12,"2007-01-04",9
99,"O3",4,"2007-01-04",9
99,"NO2",4,"2007-01-04",9
1,"SO2",3,"2007-01-04",10
1,"O3",4,"2007-01-04",10
1,"NO2",6,"2007-01-04",10
3,"SO2",5,"2007-01-04",10
3,"CO",1,"2007-01-04",10
3,"PM",16,"2007-01-04",10
3,"O3",6,"2007-01-04",10
3,"NO2",5,"2007-01-04",10
12,"O3",4,"2007-01-04",10
50,"PM",19,"2007-01-04",10
55,"PM",15,"2007-01-04",10
55,"O3",4,"2007-01-04",10
61,"SO2",4,"2007-01-04",10
61,"CO",2,"2007-01-04",10
61,"PM",19,"2007-01-04",10
61,"O3",1,"2007-01-04",10
61,"NO2",8,"2007-01-04",10
66,"CO",1,"2007-01-04",10
66,"PM",18,"2007-01-04",10
66,"O3",5,"2007-01-04",10
66,"NO2",5,"2007-01-04",10
68,"O3",3,"2007-01-04",10
68,"NO2",5,"2007-01-04",10
99,"PM",13,"2007-01-04",10
99,"O3",5,"2007-01-04",10
99,"NO2",3,"2007-01-04",10
1,"SO2",3,"2007-01-04",11
1,"O3",6,"2007-01-04",11
1,"NO2",5,"2007-01-04",11
3,"SO2",5,"2007-01-04",11
3,"CO",1,"2007-01-04",11
3,"PM",17,"2007-01-04",11
3,"O3",4,"2007-01-04",11
3,"NO2",5,"2007-01-04",11
12,"O3",5,"2007-01-04",11
50,"PM",19,"2007-01-04",11
55,"PM",16,"2007-01-04",11
55,"O3",6,"2007-01-04",11
61,"SO2",3,"2007-01-04",11
61,"CO",2,"2007-01-04",11
61,"PM",21,"2007-01-04",11
61,"O3",2,"2007-01-04",11
61,"NO2",8,"2007-01-04",11
66,"CO",1,"2007-01-04",11
66,"O3",7,"2007-01-04",11
66,"NO2",4,"2007-01-04",11
68,"O3",6,"2007-01-04",11
68,"NO2",4,"2007-01-04",11
99,"PM",13,"2007-01-04",11
99,"O3",9,"2007-01-04",11
99,"NO2",2,"2007-01-04",11
1,"SO2",4,"2007-01-04",12
1,"O3",8,"2007-01-04",12
1,"NO2",4,"2007-01-04",12
3,"SO2",10,"2007-01-04",12
3,"CO",1,"2007-01-04",12
3,"PM",18,"2007-01-04",12
3,"O3",6,"2007-01-04",12
3,"NO2",5,"2007-01-04",12
50,"PM",19,"2007-01-04",12
55,"PM",15,"2007-01-04",12
55,"O3",8,"2007-01-04",12
61,"SO2",3,"2007-01-04",12
61,"CO",1,"2007-01-04",12
61,"PM",19,"2007-01-04",12
61,"O3",4,"2007-01-04",12
61,"NO2",6,"2007-01-04",12
66,"CO",1,"2007-01-04",12
66,"O3",11,"2007-01-04",12
66,"NO2",3,"2007-01-04",12
68,"O3",8,"2007-01-04",12
68,"NO2",4,"2007-01-04",12
99,"PM",11,"2007-01-04",12
99,"O3",10,"2007-01-04",12
99,"NO2",2,"2007-01-04",12
1,"SO2",3,"2007-01-04",13
1,"O3",10,"2007-01-04",13
1,"NO2",4,"2007-01-04",13
3,"SO2",10,"2007-01-04",13
3,"CO",1,"2007-01-04",13
3,"PM",18,"2007-01-04",13
3,"O3",7,"2007-01-04",13
3,"NO2",5,"2007-01-04",13
12,"NO2",11,"2007-01-04",13
50,"PM",16,"2007-01-04",13
55,"PM",13,"2007-01-04",13
55,"O3",11,"2007-01-04",13
61,"SO2",3,"2007-01-04",13
